names,scores,logfoldchanges,pvals,pvals_adj,minus_log10_padj,direction
RP11-1275H24.2,0.6378882,0.78548384,0.5235464771016127,0.6908553172109625,0.16061289548552413,NS
CTLA4,0.63764507,1.421357,0.5237047444889836,0.6908553172109625,0.16061289548552413,NS
MMP15,0.63634855,-0.35848072,0.5245492514485446,0.6914409493615696,0.16024490371299088,NS
RP11-214N9.1,0.63618654,0.7480097,0.5246548638457298,0.6914409493615696,0.16024490371299088,NS
ADAM28,0.63427013,0.6845314,0.5259045557127207,0.6927537349118383,0.15942112408455533,NS
CXCL11,0.63219166,0.36955693,0.5272616478575004,0.6938722649068839,0.1587204715508254,NS
MS4A4A,0.62547415,0.91589314,0.5316599122748966,0.6989869491506341,0.1555309329306798,NS
SPARC,0.62419385,0.23872812,0.5325002870153874,0.6997550669196914,0.15505394812825923,NS
RP11-4B16.4,0.620195,2.3062751,0.5351294510054434,0.7025341951690877,0.15333253204663597,NS
COL8A2,0.619494,1.495825,0.5355909604382326,0.70278914751018,0.15317495351259078,NS
DBNDD1,0.6190889,-0.3193269,0.5358578203215145,0.70278914751018,0.15317495351259078,NS
PBX4,0.6187283,0.7248585,0.5360953819221139,0.70278914751018,0.15317495351259078,NS
C11orf96,0.6176465,0.6002786,0.536808384693534,0.7033863342842853,0.15280607361159712,NS
CD247,0.61577874,0.37738118,0.5380405708466152,0.7043252705093209,0.15222672926226588,NS
KLHDC10,0.61444575,-0.27335078,0.5389208073911994,0.7051396771038108,0.15172484756599008,NS
AQP1,0.60483134,-0.30678153,0.5452910494638614,0.7131331484611151,0.14682937583773767,NS
RP11-70P17.1,0.6037982,1.6008055,0.5459778059948005,0.7135524998903076,0.14657406799591294,NS
KCNH8,0.60356325,2.3459105,0.5461340692791483,0.7135524998903076,0.14657406799591294,NS
IGKV4-1,0.6026962,1.9729031,0.5467108186324252,0.7139646063593622,0.14632331713673866,NS
SNPH,0.60208845,2.3132849,0.5471152619240545,0.714056672500127,0.14626731822754643,NS
MMP12,0.6012052,1.51517,0.5477033166942815,0.7142364969970296,0.14615796142490073,NS
MSR1,0.6005002,0.7131373,0.5481729056697888,0.7145078140695912,0.1459930172736438,NS
SLC37A2,0.60001403,0.95656466,0.5484968759947163,0.7145615212023013,0.14596037405499773,NS
GPRC5A,0.5996535,0.50430655,0.548737215037492,0.7145615212023013,0.14596037405499773,NS
PNMA6A,0.5911087,-0.21157557,0.5544476039472197,0.7208600227265627,0.14214905880251966,NS
FGF7,0.588386,0.04670102,0.5562732179904297,0.7226526065382093,0.14107042652435436,NS
FGL2,0.58454514,0.6476819,0.5588536127278233,0.724970593529161,0.13967960905249047,NS
PKI55,0.58352005,0.9267203,0.5595432438990775,0.7249951740602283,0.13966488430623175,NS
FAP,0.58333373,1.7804241,0.5596686757295101,0.7249951740602283,0.13966488430623175,NS
BASP1,0.5828961,1.0366278,0.5599632214436454,0.7250329483336679,0.1396422569402337,NS
XCL1,0.5816847,0.47625974,0.5607790685471448,0.7257453411988628,0.13921574336831105,NS
IL7R,0.5812107,0.38877568,0.5610984696590692,0.725814876471864,0.13917413464272385,NS
MMP9,0.5797683,0.48424062,0.5620708637295315,0.7267286321387033,0.13862772884639338,NS
IL1B,0.5755182,0.10903546,0.564940873563766,0.7300565585588982,0.13664349314181717,NS
AC062029.1,0.57516575,0.21297817,0.5651792171859699,0.7300565585588982,0.13664349314181717,NS
LA16c-306E5.2,0.5672854,1.7315905,0.5705202839827218,0.736607474404913,0.13276387864382644,NS
CD3E,0.56173474,0.2697925,0.5742967495904673,0.7405047553564175,0.13047214819149605,NS
SDR42E1,0.56165373,0.30533937,0.5743519680088758,0.7405047553564175,0.13047214819149605,NS
GXYLT2,0.559871,0.40098506,0.5755674085979279,0.7417217737214806,0.12975897180620255,NS
TCHH,0.54728687,2.85899,0.5841816846329329,0.7514050670513995,0.12412588062605108,NS
BCL11B,0.5461078,0.3987842,0.584991817883069,0.7520930100971974,0.12372844760761878,NS
CD52,0.5443454,-0.32040876,0.5862038145448467,0.7532967174677899,0.12303392502557461,NS
RP11-42I10.1,0.5312588,0.9382788,0.5952394478619893,0.7643259484840279,0.11672139608409361,NS
MGAM2,0.53110486,3.3011127,0.5953461267840452,0.7643259484840279,0.11672139608409361,NS
IGLV3-21,0.5299461,1.3982598,0.5961493058095914,0.7647190696496681,0.11649807975959828,NS
NTM,0.5263483,0.8486646,0.5986462329868841,0.7662229475532499,0.11564484550549563,NS
CXCL14,0.5262754,0.2441052,0.5986968953954589,0.7662229475532499,0.11564484550549563,NS
CD3G,0.5261457,0.28727198,0.5987869667006547,0.7662229475532499,0.11564484550549563,NS
OVGP1,0.5209678,0.14112225,0.6023892006920533,0.7699744658825172,0.11352367678881004,NS
COL4A1,0.5207166,-0.1454242,0.6025642049988367,0.7699744658825172,0.11352367678881004,NS
THEMIS,0.51116705,1.6709043,0.6092340949092456,0.7767989512105602,0.10969136945918372,NS
ADRB1,0.5104297,1.3525646,0.6097504856330463,0.7767989512105602,0.10969136945918372,NS
B4GALT1-AS1,0.5071074,-0.2319849,0.6120794892040538,0.7788547575712506,0.1085435229005221,NS
HOXB-AS1,0.49281746,1.728631,0.6221415758769446,0.7892071344466917,0.10280899737217213,NS
IL6,0.4924042,2.0888772,0.622433634514869,0.7892071344466917,0.10280899737217213,NS
IGLV6-57,0.49237987,2.2407215,0.6224508162861091,0.7892071344466917,0.10280899737217213,NS
ICOS,0.4921206,1.0564529,0.6226341013076381,0.7892071344466917,0.10280899737217213,NS
APOBEC3H,0.49176404,0.9639126,0.622886156401811,0.7892071344466917,0.10280899737217213,NS
CXCR6,0.49161008,0.96000916,0.6229950120390217,0.7892071344466917,0.10280899737217213,NS
AATK,0.49145612,0.37534872,0.6231038759156347,0.7892071344466917,0.10280899737217213,NS
ZNF665,0.48823917,0.23741738,0.6253804392485415,0.7913568133520219,0.10162765413907966,NS
MPZ,0.48322737,-0.06426376,0.6289342994302098,0.7951173095989511,0.09956879190576291,NS
PLA2G4A,0.47496217,2.568511,0.6348139434404333,0.8014379359885692,0.096130104128719,NS
TNFAIP6,0.4731268,0.75897455,0.6361227191859469,0.8017104939541443,0.09598243168694419,NS
APLN,0.4731187,0.5819322,0.6361284999688019,0.8017104939541443,0.09598243168694419,NS
SCT,0.47241372,0.7190678,0.6366315128815033,0.8017104939541443,0.09598243168694419,NS
GZMH,0.470315,0.31567845,0.6381299792153889,0.8030267633424425,0.09526998027767163,NS
ATOH8,0.4581846,0.05065446,0.646819832374848,0.8135873766335565,0.08959579840994275,NS
BANK1,0.45635328,2.3602889,0.6481359600612654,0.8145782741640638,0.08906717728032787,NS
STMN2,0.4556402,1.5705477,0.648648732402894,0.8145782741640638,0.08906717728032787,NS
AJ006998.2,0.45542952,0.22494374,0.6488002652199865,0.8145782741640638,0.08906717728032787,NS
CALCRL,0.4545787,0.5021582,0.6494123725499177,0.8149722562270901,0.08885717552084386,NS
AC131056.3,0.45401958,0.55985427,0.6498147434613588,0.8149992940157718,0.08884276746270735,NS
KRTCAP3,0.45371976,-0.3481667,0.6500305496560639,0.8149992940157718,0.08884276746270735,NS
S1PR4,0.45320925,0.28823274,0.6503980709916288,0.8150860229124449,0.08879655407633905,NS
CALB2,0.4459853,1.3292177,0.6556078698695329,0.8208619158953089,0.08572989307347341,NS
LAG3,0.4443606,0.0075791655,0.6567818867304327,0.8215788070272629,0.08535077207609496,NS
SCX,0.44022802,-0.1940763,0.6597719795473298,0.8245640659301486,0.08377559544818663,NS
IGHGP,0.43964052,1.0260047,0.6601974847409595,0.824718577188981,0.0836942226312482,NS
FAM45A,0.4383967,-0.07224352,0.6610987445099205,0.8250450928925672,0.08352231440857923,NS
IL2RA,0.4378619,2.1941984,0.6614864080420831,0.8250450928925672,0.08352231440857923,NS
AC109826.1,0.4372501,1.501615,0.6619299829564649,0.8250450928925672,0.08352231440857923,NS
PAXBP1-AS1,0.43683684,0.6735774,0.6622296835077741,0.8250450928925672,0.08352231440857923,NS
AEBP1,0.4359536,0.35395542,0.6628704013312645,0.8254156501536074,0.08332730101358506,NS
RP11-923I11.8,0.43009096,0.17506608,0.6671294747944898,0.8299625342160957,0.08094151190158562,NS
KRT17,0.42445117,0.12671687,0.6712368110227472,0.8343125421811398,0.07867122763861889,NS
TMIGD3,0.42021322,1.7658792,0.6743296981846996,0.8353351160032129,0.07813926124245826,NS
CSMD3,0.4199134,1.660269,0.6745487159833263,0.8353351160032129,0.07813926124245826,NS
CRTAC1,0.41986477,2.7020316,0.6745842349819448,0.8353351160032129,0.07813926124245826,NS
ST8SIA1,0.4196703,2.7296603,0.6747263182264247,0.8353351160032129,0.07813926124245826,NS
CPA5,0.4193948,1.3893775,0.6749276226729959,0.8353351160032129,0.07813926124245826,NS
LINC01515,0.41818744,-0.036035016,0.6758100839756681,0.8358140106027728,0.07789035312961054,NS
RPS15,0.41642904,0.038372383,0.6770960761835533,0.836646983325856,0.07745775052968619,NS
LINC00957,0.4158051,0.37022892,0.6775526226026747,0.8368326242995059,0.07736139697935351,NS
MAP3K7CL,0.41250306,-0.24951315,0.6799707299707907,0.8394396901401717,0.07601050045529618,NS
DPH6-AS1,0.4020257,1.0851862,0.6876651148570498,0.8460689931210836,0.07259422075523743,NS
PRKCB,0.4012883,1.1306537,0.6882078693003729,0.8460689931210836,0.07259422075523743,NS
TSHZ3,0.40103307,1.3562406,0.6883957832752916,0.8460689931210836,0.07259422075523743,NS
P2RX5-TAX1BP3,0.40098038,1.7101655,0.6884345615694794,0.8460689931210836,0.07259422075523743,NS
NOD2,0.40097633,1.7774907,0.6884375445491102,0.8460689931210836,0.07259422075523743,NS
CD48,0.39762163,0.06472766,0.6909091110055448,0.8479621254569399,0.07162354523431669,NS
CCND2,0.39457485,0.0046619913,0.6931566780371543,0.8503200029614103,0.07041760444269893,NS
CD37,0.39417374,-0.12914304,0.6934527696186026,0.8503200029614103,0.07041760444269893,NS
SLAMF9,0.39355385,0.11210488,0.6939104577717325,0.8504994933299117,0.07032594077462093,NS
HIST2H4A,0.38958737,-0.07928543,0.6968417006990872,0.8533265469788912,0.06888474326094492,NS
PTPRR,0.3878006,1.1482923,0.6981635906284316,0.8545622444430444,0.06825629873185952,NS
KIAA1257,0.38505363,1.6710689,0.7001976699189281,0.8561655689153692,0.0674422414990611,NS
MFAP4,0.3837166,1.9342679,0.701188488177896,0.8561655689153692,0.0674422414990611,NS
S100B,0.38357887,1.3864938,0.7012906014009461,0.8561655689153692,0.0674422414990611,NS
IGLV2-23,0.3828334,1.3423345,0.7018433077085634,0.8561655689153692,0.0674422414990611,NS
TNFRSF9,0.38233098,0.6158958,0.7022158726991274,0.8561655689153692,0.0674422414990611,NS
RP11-305L7.3,0.38172325,0.50886375,0.7026666518006752,0.8561655689153692,0.0674422414990611,NS
LAMP3,0.38165843,0.42832223,0.7027147410803012,0.8561655689153692,0.0674422414990611,NS
BHLHB9,0.38086432,-0.22991505,0.7033039312625287,0.8561655689153692,0.0674422414990611,NS
FAM13C,0.3782065,0.13589664,0.7052772094207593,0.8576310171693099,0.06669952062951959,NS
PRF1,0.37806872,0.08277503,0.7053795371813467,0.8576310171693099,0.06669952062951959,NS
PCSK1N,0.37360388,-0.23346399,0.7086990367270873,0.8609007418134295,0.06504691796290599,NS
GREM1,0.37278548,-0.033857923,0.709308113935478,0.8612576743429893,0.06486689523240112,NS
POPDC2,0.36517662,1.6324672,0.7149795723031656,0.8661208633797849,0.06242149985755114,NS
GPC2,0.36493757,1.4423984,0.7151580062705457,0.8661208633797849,0.06242149985755114,NS
KIF19,0.3648606,2.9285002,0.7152154713707155,0.8661208633797849,0.06242149985755114,NS
CTD-3193O13.12,0.36382744,0.5336748,0.7159868695816864,0.8663874053874355,0.06228786964508035,NS
C21orf62,0.36362082,0.6757423,0.7161411840484941,0.8663874053874355,0.06228786964508035,NS
IL2RB,0.36157477,0.08586375,0.717669824768535,0.8671711460714895,0.06189518111750637,NS
AC133644.2,0.36033094,0.008170172,0.7185996705198281,0.8679108310610832,0.061524891836628647,NS
NIPSNAP3B,0.35824436,0.1553187,0.7201604449959355,0.8694115491510808,0.06077459499488189,NS
CTD-2256P15.2,0.3566845,-0.12699553,0.7213280002715772,0.8703156021087461,0.060323230830197375,NS
HCST,0.34698504,-0.35970125,0.7286025565499288,0.8750717156645667,0.05795635333072249,NS
RP11-326C3.2,0.34667712,1.4945742,0.7288338996612029,0.8750717156645667,0.05795635333072249,NS
BOC,0.3466528,1.8816589,0.7288521646431345,0.8750717156645667,0.05795635333072249,NS
ADAMDEC1,0.34656367,2.1471434,0.7289191375603367,0.8750717156645667,0.05795635333072249,NS
CLEC7A,0.34627196,0.7630758,0.7291383361155902,0.8750717156645667,0.05795635333072249,NS
CCR1,0.34601265,0.7887475,0.7293331978653801,0.8750717156645667,0.05795635333072249,NS
DCN,0.3451456,0.24864979,0.7299848937485646,0.8754691526431424,0.05775915177685956,NS
TNF,0.34151542,-0.35922396,0.7327156025999779,0.8777855935786186,0.056611551174632055,NS
PLEKHG4,0.34130472,-0.33455205,0.7328741855498269,0.8777855935786186,0.056611551174632055,NS
S100A8,0.34129664,0.05636858,0.7328802851218261,0.8777855935786186,0.056611551174632055,NS
RP1-30M3.5,0.3396274,-0.12229221,0.7341371560989995,0.8789056575208005,0.056057739962694315,NS
FAM195B,0.33846053,-0.2510391,0.735016168961159,0.8795725683757715,0.05572832363685488,NS
GFI1,0.3373909,0.077812605,0.7358222358009426,0.8801516410718806,0.05544249693256965,NS
UGT1A9,0.33109477,-0.20763506,0.7405729081228727,0.8842854829509127,0.05340750460836932,NS
CLEC5A,0.328522,3.0633762,0.7425170043214547,0.8848715947518461,0.05311974595375977,NS
RP11-973H7.4,0.3283721,3.1567068,0.7426303331611745,0.8848715947518461,0.05311974595375977,NS
FPR1,0.32787377,0.79329526,0.7430071150661548,0.8848715947518461,0.05311974595375977,NS
RGL4,0.32703507,0.18806857,0.7436413503968557,0.8851216648108164,0.05299702904866884,NS
MPEG1,0.3267393,0.35271755,0.7438650594456935,0.8851216648108164,0.05299702904866884,NS
IGSF6,0.32312936,0.19398615,0.7465972727128698,0.8879859595348544,0.051593901051064484,NS
NCF1,0.31693855,-0.090548776,0.7512902250987956,0.8931788054699346,0.049061590993191864,NS
ARHGDIB,0.3160634,-0.08803248,0.7519543740465839,0.8931983272830927,0.04905209891497813,NS
ZBED2,0.311161,1.0999453,0.7556782224409022,0.8950025726676373,0.04817571631117985,NS
LINC01353,0.3101157,1.9939227,0.7564729711305642,0.8950025726676373,0.04817571631117985,NS
DTHD1,0.31001037,1.8702859,0.756553076388734,0.8950025726676373,0.04817571631117985,NS
SLC8A1,0.30972674,0.8312705,0.756768757391966,0.8950025726676373,0.04817571631117985,NS
HLA-DQA2,0.30967814,0.6175447,0.7568057331810644,0.8950025726676373,0.04817571631117985,NS
PTN,0.3093135,0.48584038,0.7570830693392788,0.8950025726676373,0.04817571631117985,NS
COL6A3,0.3072796,-0.097732775,0.758630561726539,0.8960565043825788,0.04766460332021612,NS
CTSW,0.30679342,0.11794704,0.759000623714803,0.8961061814990673,0.047640526825662007,NS
CYGB,0.30293632,-0.30011088,0.7619383984537975,0.8987977999031843,0.04633799932709221,NS
RP11-496I9.1,0.2976004,0.7224478,0.766008179920447,0.902818959250501,0.04439932928920596,NS
THUMPD3-AS1,0.29622284,-0.23936474,0.7670598994938161,0.9036686698650735,0.043990774420198636,NS
IGHV3-23,0.29214293,1.5173149,0.7701773567815565,0.9046012024145572,0.04354283931654269,NS
ADORA3,0.29195654,1.6635972,0.7703198521326174,0.9046012024145572,0.04354283931654269,NS
IGLL5,0.2918593,1.9025164,0.7703942006115108,0.9046012024145572,0.04354283931654269,NS
MNDA,0.29170534,0.7277486,0.7705119233514575,0.9046012024145572,0.04354283931654269,NS
RP3-508I15.22,0.29149467,1.1185843,0.7706730261944934,0.9046012024145572,0.04354283931654269,NS
TRG-AS1,0.29127184,0.5114477,0.7708434341989229,0.9046012024145572,0.04354283931654269,NS
CFP,0.29085857,0.3275586,0.7711594928605934,0.9046012024145572,0.04354283931654269,NS
FPR3,0.2908545,0.51106316,0.7711625916630687,0.9046012024145572,0.04354283931654269,NS
RP11-46H11.3,0.29036832,0.0007387108,0.7715344744579592,0.9046490061026371,0.04351988961300825,NS
RP11-539L10.2,0.28935137,-0.22277431,0.77231249897348,0.9049371699129077,0.04338157295762999,NS
MMRN2,0.2883628,0.07471589,0.7730690450822367,0.905282739461925,0.0432157600093823,NS
MTRNR2L11,0.27727363,-0.6576936,0.7815700054969379,0.9140734558332617,0.03901890253619209,NS
RP11-172H24.4,0.2771845,0.52920544,0.7816384435483877,0.9140734558332617,0.03901890253619209,NS
PTPRO,0.2738541,2.2903738,0.7841967455262732,0.9140734558332617,0.03901890253619209,NS
P2RY10,0.2738298,0.8533967,0.7842154278769647,0.9140734558332617,0.03901890253619209,NS
MARCO,0.27377307,1.3004494,0.7842590205121921,0.9140734558332617,0.03901890253619209,NS
TLR7,0.27369204,2.1255167,0.78432129687965,0.9140734558332617,0.03901890253619209,NS
IRF4,0.2735462,1.0192249,0.7844333978213448,0.9140734558332617,0.03901890253619209,NS
MMRN1,0.27352187,1.2836823,0.7844520817465379,0.9140734558332617,0.03901890253619209,NS
TBX21,0.27349755,0.9466562,0.7844707657959641,0.9140734558332617,0.03901890253619209,NS
AC104820.2,0.27346516,1.0353587,0.7844956780550992,0.9140734558332617,0.03901890253619209,NS
CD244,0.27327067,0.8115872,0.7846451562462028,0.9140734558332617,0.03901890253619209,NS
AC005480.1,0.27301544,-0.07920095,0.7848413584270718,0.9140734558332617,0.03901890253619209,NS
SAMD14,0.27290604,0.18878607,0.7849254492623836,0.9140734558332617,0.03901890253619209,NS
FBLN5,0.27241173,0.2533554,0.7853054465453744,0.9140994586730798,0.03900654824545955,NS
TRPV3,0.27200657,0.017265087,0.7856169578932619,0.9140994586730798,0.03900654824545955,NS
ZNF286B,0.27032924,0.11761461,0.7869069796333157,0.9149464348614033,0.03860433076968727,NS
SOX18,0.2699403,-0.48335072,0.7872061987971457,0.9149464348614033,0.03860433076968727,NS
MEG3,0.2697539,-0.34313756,0.7873495857830012,0.9149464348614033,0.03860433076968727,NS
RGCC,0.25937378,-0.29438257,0.7953468660521296,0.9213210030419563,0.03558902826063338,NS
LAIR2,0.25583676,0.47087818,0.7980769000361116,0.9213210030419563,0.03558902826063338,NS
COX4I2,0.25567874,0.4979452,0.7981989182266339,0.9213210030419563,0.03558902826063338,NS
RP11-277P12.20,0.25554907,2.1646159,0.7982990393982665,0.9213210030419563,0.03558902826063338,NS
IL21R,0.2554721,1.4994502,0.7983584879135743,0.9213210030419563,0.03558902826063338,NS
HIST1H3A,0.25533435,0.8928587,0.7984648723850576,0.9213210030419563,0.03558902826063338,NS
CXorf65,0.2552817,0.8964443,0.798505549789625,0.9213210030419563,0.03558902826063338,NS
PTX3,0.25524116,0.045572136,0.7985368404730173,0.9213210030419563,0.03558902826063338,NS
CCDC65,0.2552209,1.1841874,0.7985524859360619,0.9213210030419563,0.03558902826063338,NS
TESPA1,0.25520065,0.8014042,0.7985681314799973,0.9213210030419563,0.03558902826063338,NS
CD28,0.25436196,0.24591693,0.7992159279190362,0.9216791536829071,0.035420235166996925,NS
IFNG,0.25364485,0.13119769,0.7997699504462936,0.9219289049026473,0.03530256853309371,NS
C1orf54,0.24937043,0.086636364,0.8030742565901492,0.9253474774374896,0.03369515461612457,NS
IFI6,0.24689491,-0.18806067,0.8049895503884373,0.9267726302828533,0.033026800402826365,NS
RP11-338I21.1,0.23850006,0.7403138,0.8114932749872361,0.9293249282030164,0.031832413182740375,NS
IGLV3-1,0.23745474,1.1495106,0.812304023103968,0.9293249282030164,0.031832413182740375,NS
CD40LG,0.23738182,1.1304845,0.812360594446372,0.9293249282030164,0.031832413182740375,NS
CLEC4E,0.23723596,1.6123182,0.812473740068988,0.9293249282030164,0.031832413182740375,NS
LTA,0.23719545,1.1821146,0.8125051701035251,0.9293249282030164,0.031832413182740375,NS
CD8A,0.23717923,0.74658066,0.8125177422019163,0.9293249282030164,0.031832413182740375,NS
HRC,0.23717113,1.6452038,0.8125240282692339,0.9293249282030164,0.031832413182740375,NS
CD5,0.23704149,0.8903185,0.8126246069890373,0.9293249282030164,0.031832413182740375,NS
PCBP3,0.23696856,-0.94329673,0.8126811838774163,0.9293249282030164,0.031832413182740375,NS
IL12RB1,0.23657961,0.3390068,0.8129829437883688,0.9293249282030164,0.031832413182740375,NS
MYH11,0.2365715,0.28276056,0.8129892307486124,0.9293249282030164,0.031832413182740375,NS
ASAH2,0.22618327,-0.38120463,0.8210588882333527,0.9369811539906097,0.02826914422449004,NS
RP5-991G20.1,0.22095673,0.8846534,0.8251261251029252,0.9388691966226467,0.02739490948256561,NS
RP1-159A19.4,0.21943334,2.9587429,0.8263125035530271,0.9388691966226467,0.02739490948256561,NS
RP11-488L18.8,0.21911731,1.3098116,0.826558663739866,0.9388691966226467,0.02739490948256561,NS
ZNF66,0.21904844,2.0035837,0.8266123163002701,0.9388691966226467,0.02739490948256561,NS
CCDC144NL,0.21895525,2.4156482,0.8266849063468659,0.9388691966226467,0.02739490948256561,NS
TNIP3,0.21886207,1.5128044,0.8267574978745763,0.9388691966226467,0.02739490948256561,NS
HOXD8,0.21817735,0.40394148,0.8272909331628012,0.9388691966226467,0.02739490948256561,NS
CD160,0.21787754,0.0500837,0.8275245334799901,0.9388691966226467,0.02739490948256561,NS
COL1A2,0.21652025,-0.3624995,0.8285822390459222,0.9396789859167537,0.027020485183005247,NS
LPL,0.20099056,1.3406293,0.8407059517999587,0.9497812277232972,0.022376418431356355,NS
RNASE2,0.20069075,1.0191764,0.8409403944760777,0.9497812277232972,0.022376418431356355,NS
GPR84,0.20067455,1.7855175,0.8409530674552246,0.9497812277232972,0.022376418431356355,NS
PRICKLE1,0.20064212,0.85901475,0.8409784135371603,0.9497812277232972,0.022376418431356355,NS
ELN,0.20048006,0.8166084,0.8411051464188464,0.9497812277232972,0.022376418431356355,NS
TREM1,0.20021266,0.24240413,0.8413142646743702,0.9497812277232972,0.022376418431356355,NS
ROBO4,0.19872978,-0.112891555,0.8424741232537767,0.9503052455529801,0.022136873483459833,NS
CD8B,0.19688226,-0.14725935,0.8439196709573635,0.9508010258913127,0.021910358350361592,NS
NOTCH3,0.19467011,-0.3588546,0.8456512155607812,0.9523162081253315,0.02121882405012385,NS
FCGR2B,0.19297655,-0.10679611,0.8469773347830232,0.9531524543756313,0.020837629478435357,NS
CLTCL1,0.18831724,-0.16582993,0.8506279746325877,0.9547208384503545,0.020123598095793352,NS
UPK1B,0.18473564,0.47251195,0.8534363880757666,0.9547208384503545,0.020123598095793352,NS
MKRN1,0.18448849,-0.32333732,0.8536302502675477,0.9547208384503545,0.020123598095793352,NS
COL8A1,0.18263693,0.7881176,0.8550829080626661,0.9547208384503545,0.020123598095793352,NS
CTD-2017C7.1,0.18247487,2.32949,0.8552100788069992,0.9547208384503545,0.020123598095793352,NS
KIAA0125,0.18237357,1.2685599,0.8552895624321952,0.9547208384503545,0.020123598095793352,NS
TNFSF8,0.1823128,0.6649663,0.8553372533121355,0.9547208384503545,0.020123598095793352,NS
LY86,0.1821872,0.33627883,0.8554358161382895,0.9547208384503545,0.020123598095793352,NS
OSM,0.1821872,0.56349003,0.8554358161382895,0.9547208384503545,0.020123598095793352,NS
COL5A1,0.18207781,0.26045793,0.8555216630181144,0.9547208384503545,0.020123598095793352,NS
ID4,0.18136878,-0.12282584,0.8560781193936616,0.9547208384503545,0.020123598095793352,NS
FCGR1A,0.1812675,0.16467145,0.8561576190097181,0.9547208384503545,0.020123598095793352,NS
TRAT1,0.18124723,0.0045855143,0.8561735191081143,0.9547208384503545,0.020123598095793352,NS
RP11-20D14.6,0.17724428,-0.12095555,0.8593165159504678,0.957610664580922,0.018811025986298986,NS
DNAAF1,0.17705385,-0.36202618,0.8594660869518378,0.957610664580922,0.018811025986298986,NS
KLRD1,0.17540486,-0.17841984,0.8607615185298446,0.9586630528428599,0.01833401014375764,NS
TCF4,0.17483765,-0.3169871,0.8612072083253632,0.9587685791136481,0.018286207159409616,NS
USP43,0.17147079,-0.5124847,0.8638536007630789,0.9613230294438826,0.01713065360948941,NS
BIRC7,0.16500448,1.1298772,0.868940463884899,0.9629053464744814,0.016416401893317525,NS
CCL18,0.16473706,-0.27909887,0.8691509412368383,0.9629053464744814,0.016416401893317525,NS
RP11-305L7.1,0.16451828,0.91620797,0.8693231568765346,0.9629053464744814,0.016416401893317525,NS
C10orf91,0.16421036,2.6381032,0.8695655449431783,0.9629053464744814,0.016416401893317525,NS
CD180,0.16412123,0.8564345,0.8696357121982783,0.9629053464744814,0.016416401893317525,NS
TLR4,0.16387002,0.3574569,0.8698334618016776,0.9629053464744814,0.016416401893317525,NS
RP3-453C12.15,0.16339195,-0.14484963,0.8702098464295369,0.9629053464744814,0.016416401893317525,NS
PTPRB,0.16241147,-0.06513901,0.8709818457782643,0.9633604870141852,0.01621117058502579,NS
CNIH2,0.15905675,-0.13846207,0.8736241575185659,0.96511977288343,0.01541878668258627,NS
KCNMA1,0.15585601,-0.1894089,0.8761465188402946,0.9675150725431224,0.014342260550582926,NS
RNFT2,0.14637533,-0.13318506,0.8836251053035891,0.970451055486363,0.01302636328253491,NS
RP11-284N8.3,0.14591345,0.55572504,0.8839897173313219,0.970451055486363,0.01302636328253491,NS
PLD4,0.14587697,0.6921716,0.8840185035389942,0.970451055486363,0.01302636328253491,NS
JAKMIP1,0.14586483,0.81272453,0.8840280989755807,0.970451055486363,0.01302636328253491,NS
RP11-18H21.1,0.14582431,0.5536742,0.8840600838870605,0.970451055486363,0.01302636328253491,NS
IL10,0.14582026,0.65773016,0.8840632823886028,0.970451055486363,0.01302636328253491,NS
P2RY1,0.14574733,0.16762744,0.8841208557394509,0.970451055486363,0.01302636328253491,NS
CMKLR1,0.14571087,0.36572003,0.8841496426443776,0.970451055486363,0.01302636328253491,NS
CSF3R,0.14540295,0.079581514,0.8843927381592388,0.970451055486363,0.01302636328253491,NS
SH2D1A,0.1452814,0.08003779,0.8844886999125344,0.970451055486363,0.01302636328253491,NS
TNFRSF4,0.14177273,-0.08015336,0.8872595207823285,0.9731003656271865,0.01184236426388253,NS
PAQR6,0.13674068,-0.2769253,0.8912357750415713,0.9770690760086568,0.010074731809443044,NS
LSS,0.1318099,-0.32032305,0.8951346474817415,0.9776602858706424,0.009812026195516601,NS
GPR34,0.12819995,0.3192876,0.897990734392084,0.9776602858706424,0.009812026195516601,NS
FASLG,0.12794065,1.2290556,0.8981959367451566,0.9776602858706424,0.009812026195516601,NS
NEFH,0.12771377,0.2828864,0.8983754943890213,0.9776602858706424,0.009812026195516601,NS
SIGLEC7,0.12767325,0.80819255,0.8984075588017764,0.9776602858706424,0.009812026195516601,NS
COL14A1,0.12764895,0.15873986,0.8984267975290468,0.9776602858706424,0.009812026195516601,NS
MIR3945HG,0.12764084,1.088642,0.8984332104514039,0.9776602858706424,0.009812026195516601,NS
CSF2RB,0.12760033,0.8174377,0.8984652751626743,0.9776602858706424,0.009812026195516601,NS
APOBEC3A,0.12747878,0.25621513,0.8985614702908941,0.9776602858706424,0.009812026195516601,NS
RP6-65G23.5,0.12410787,-0.15372118,0.9012298707598936,0.9793794776913403,0.0090490006024511,NS
TIGD3,0.11897452,-0.23581469,0.9052955433592789,0.9809226451550906,0.00836523941606354,NS
IGLV2-8,0.11008131,0.383414,0.9123448902595268,0.9809226451550906,0.00836523941606354,NS
KLRC4,0.109469526,2.389578,0.9128300940561472,0.9809226451550906,0.00836523941606354,NS
HLA-DQB2,0.10946142,1.2091546,0.912836520814953,0.9809226451550906,0.00836523941606354,NS
