names,scores,logfoldchanges,pvals,pvals_adj,minus_log10_padj,direction
COL6A2,2.3152444,0.6322684,0.020599552852926882,0.03820636686639256,1.41786425843554,High-up
OTX1,2.3097951,1.7540448,0.020899496653707085,0.038710118547747634,1.4121754986744883,High-up
N4BP3,2.2944763,1.8081292,0.02176316257398094,0.04025522014361268,1.3951777939901189,High-up
NACA2,2.2866971,0.15928677,0.022213506723143813,0.04106041973452564,1.386576615426785,NS
PDK2,2.2860732,-0.1371877,0.02224997667196288,0.041100024521840826,1.386157919007216,NS
SCN9A,2.2751865,0.05062143,0.022894737521834685,0.04223391148524804,1.3743386946159928,NS
PPIP5K1,2.2603092,1.8889,0.0238020656344249,0.04387803192526911,1.3577528602031586,High-up
ALDH1B1,2.2599528,-0.030376364,0.023824187253338187,0.04388919728666212,1.3576423621297629,NS
RP11-35G9.3,2.2556984,0.9193277,0.024089517373315668,0.044348087239823725,1.3531251068154302,High-up
HLA-DQA1,2.2485921,1.270683,0.02453846130639916,0.045113779467754044,1.345690787771878,High-up
EREG,2.2460964,3.0606036,0.02469784023576653,0.04537626060801221,1.3431712965564104,High-up
CLDN4,2.242628,0.08511304,0.02492080327152816,0.04575513073777885,1.3395601993861965,NS
AK7,2.2408617,2.5359411,0.025035037062945728,0.045933996813947435,1.3378657640590454,High-up
AC016549.1,2.2369275,0.63021564,0.025291073300109504,0.04631046397848469,1.3343208678446685,High-up
CPNE7,2.2273498,0.8914628,0.025923913971395412,0.04737400198652326,1.3244599260752965,High-up
DCAF4,2.2134326,0.2944262,0.02686784221535618,0.04896794191617951,1.3100881486513638,High-up
RP11-328K4.1,2.2081168,0.3273639,0.0272361300306842,0.04957302281401015,1.3047545983145672,High-up
RP11-128A17.1,2.1938796,0.8613187,0.028244066754787717,0.051339711469311676,1.2895465764054774,NS
IL1RAPL1,2.1515892,3.626906,0.031429719752343786,0.05701593251221994,1.2440037682701006,NS
RDM1,2.1494014,1.2342746,0.03160259484033139,0.05725350736325289,1.2421979031915829,NS
MNX1,2.1465006,3.7592463,0.031833071438596594,0.05763283709095155,1.239330000883379,NS
ABCA3,2.1365132,0.5825531,0.03263759526855688,0.05905027170443536,1.228778099752998,NS
GAB2,2.1257565,0.8204667,0.03352354799983045,0.060613059652903235,1.2174337929272245,NS
ANGEL2,2.125161,-0.27347428,0.03357319609319305,0.06066267971336205,1.2170784090761082,NS
KCNJ5,2.1166646,2.3965166,0.03428831771134662,0.06191386912584201,1.2082120551778894,NS
RIMS2,2.0983515,0.79735637,0.03587410243860966,0.06469178076718257,1.189150893894038,NS
ZNF782,2.096658,0.8727935,0.03602386232026594,0.06491899199140275,1.1876282321601952,NS
C7orf61,2.0924242,2.5660996,0.03640059584962967,0.06553559764154993,1.1835227357366376,NS
GPNMB,2.0922742,0.53451467,0.0364139960541262,0.06553559764154993,1.1835227357366376,NS
C1orf162,2.0800061,1.3465195,0.03752498172249333,0.06744621714858669,1.1710424035542062,NS
STIL,2.0654123,0.84139377,0.03888401204506894,0.06970545991281386,1.1567332030047475,NS
TPRG1L,2.0629206,-0.010780154,0.03912018070328497,0.07004932370755407,1.1545960532617932,NS
HLA-E,2.0628476,0.06381769,0.03912711126563964,0.07004932370755407,1.1545960532617932,NS
RGS1,2.054854,1.2049489,0.039893125318084796,0.07132723715249194,1.146744597970983,NS
LOX,2.0523622,1.2248334,0.040134484150890354,0.07171184480067523,1.1444091050474658,NS
PRDX3,2.0454826,0.17578565,0.04080730953514527,0.07286638539216789,1.1374727735405414,NS
RP11-763B22.4,2.0372822,2.3178885,0.041621776184265435,0.07417527236491402,1.1297408503180022,NS
MID2,2.0338504,0.9198914,0.041966675196108076,0.07474117120975703,1.1264401009478573,NS
FAM71A,2.0259175,2.5609062,0.04277324225969963,0.07612801163094422,1.1184555132907037,NS
HLA-DRB1,2.022267,0.15935974,0.04314877542197893,0.07674638961773857,1.1149420458960415,NS
ZNF846,2.0107808,0.2686054,0.04434861634474695,0.07872671855350791,1.103877850219408,NS
SGF29,2.0038931,-0.18386616,0.0450815119041981,0.07997577306640857,1.0970415532213142,NS
EDN1,1.9965678,0.86934096,0.04587214717019503,0.08122015947438291,1.0903361621154166,NS
ANKRD18A,1.9909443,3.4177492,0.04648701414074869,0.08220228002105205,1.085116136391471,NS
VIL1,1.987464,-0.0849733,0.04687100486539217,0.08282767483328034,1.0818245301326783,NS
GID4,1.9811192,-0.08681173,0.04757790737001595,0.08391403675589644,1.0761653863019485,NS
ITGA3,1.96531,0.47029668,0.049378374217359765,0.08695338881052209,1.0607134876919682,NS
RPS7,1.9651519,0.2996834,0.04939665425839322,0.08695338881052209,1.0607134876919682,NS
HCN2,1.9423497,1.7612457,0.052094783227901655,0.09158490848045517,1.0381760842320995,NS
SCAMP1-AS1,1.9209695,0.27189335,0.05473555149454872,0.09579598121915893,1.0186527098249254,NS
CXCL3,1.9142156,0.079214245,0.05559262178372729,0.09716180179845549,1.0125044401012513,NS
AGR3,1.9139805,2.3886576,0.0556226420251773,0.09716180179845549,1.0125044401012513,NS
CDK5R1,1.9127245,1.2669165,0.055783324142675936,0.09731803420037718,1.011806672291068,NS
HSPA6,1.9117239,0.09045504,0.055911628121632105,0.09747962222610013,1.0110861625549994,NS
CFD,1.9038152,-0.16782242,0.056934264196550406,0.09913601643401894,1.0037685362628466,NS
LCMT2,1.8943101,0.5615787,0.05818385558293427,0.10124732067043085,0.9946164607892789,NS
TMEM79,1.8840313,0.47920895,0.05956074249406808,0.10357730648872947,0.9847353869297442,NS
FHAD1,1.8823458,3.2354097,0.059789074440029726,0.10390823878508983,0.9833500162825924,NS
CDC25A,1.8766332,1.7566859,0.06056839508994307,0.1051288788981731,0.9782779669087106,NS
THSD4,1.8692755,0.11415305,0.06158450097166451,0.10675688874022048,0.9716040915222515,NS
ANKRD1,1.8656291,1.5369508,0.062093284020182465,0.10757060998296669,0.9683063686855778,NS
PLIN4,1.8632791,0.82661027,0.06242300562085862,0.10807328983281732,0.9662816280778819,NS
DDIAS,1.85377,1.679477,0.06377206125754857,0.11026915908583715,0.9575459373488967,NS
TRIM32,1.8473402,0.16774404,0.06469784643230557,0.1117991881423522,0.9515613501756842,NS
RP5-1112D6.8,1.8454481,1.3391746,0.0649723758378526,0.11220261111821324,0.9499970362969995,NS
GHDC,1.8437182,-0.14664567,0.06522423129878697,0.11256639286688945,0.9485912504349499,NS
RP1-168L15.5,1.8396665,1.9185842,0.06581720858698956,0.11346285957358754,0.9451462752276895,NS
CD27,1.8396018,1.7093784,0.0658267322196692,0.11346285957358754,0.9451462752276895,NS
TFEB,1.8322562,-0.039440606,0.06691325793047474,0.1151903091783598,0.9385840560464322,NS
TMSB10,1.8282127,0.0515907,0.06751763014945375,0.11615753499263705,0.9349526128152503,NS
AC025171.1,1.8159729,1.5360048,0.06937452515565705,0.11912709159349784,0.9239894610899022,NS
NPAS3,1.808364,2.772143,0.07054985644936743,0.1209932252477538,0.9172389463768338,NS
ZNF503-AS2,1.7847434,0.6143358,0.07430295073286274,0.12719026403645425,0.8955461311173969,NS
COTL1,1.7768874,0.6626044,0.07558677168922542,0.12930686302752903,0.8883784241073411,NS
COL4A5,1.7751573,0.5228408,0.07587190905863207,0.1297134265007402,0.8870150682228658,NS
DNAJC19,1.767816,0.021395203,0.0770916860850455,0.1316340539902152,0.8806317433448523,NS
SENP8,1.7634321,1.4046072,0.07782764081438322,0.13280769188313238,0.8767767710097173,NS
RP11-617F23.1,1.759332,1.4407774,0.07852115143534344,0.13387083921461004,0.8733140140814053,NS
STK33,1.75887,1.2898403,0.07859958836634769,0.13387411185589893,0.8733033973355253,NS
MMP1,1.7496688,2.5034666,0.08017546456009186,0.13630327889120783,0.8654936967168277,NS
CELF5,1.7441547,0.8478511,0.08113211847892073,0.13784387293806682,0.8606125332094634,NS
TM4SF18,1.7361974,0.70707756,0.08252893637750515,0.1400428907971081,0.8537389330093005,NS
CTD-2033A16.3,1.7326807,3.3095567,0.08315244830577109,0.14092586152069891,0.8510093015314257,NS
RAB38,1.732081,2.7445269,0.08325914126348224,0.14095136553916945,0.8509307123198468,NS
BSPRY,1.7320162,0.3963578,0.08327068227680069,0.14095136553916945,0.8509307123198468,NS
DOCK8,1.7297473,1.52328,0.08367543483880811,0.14154878512670202,0.8490938537099252,NS
SLC25A27,1.7230784,1.3726556,0.08487434819958031,0.1433993316519811,0.843452872800248,NS
ZNF77,1.7202342,1.0160507,0.0853898796772219,0.14418118125968496,0.8410914206735928,NS
KLC3,1.7186015,0.5632121,0.08568697483726877,0.14459346217135163,0.839851343328455,NS
ZNF816-ZNF321P,1.7176331,1.9495816,0.0858635620175415,0.14480200705674282,0.839225418472937,NS
DCTN3,1.7094814,-0.01931124,0.08736183032514992,0.14714705329735486,0.8322484304689726,NS
FFAR4,1.7028368,1.5295283,0.08859862730464135,0.14913829315852137,0.826410831582483,NS
ZNF391,1.6969701,3.1917644,0.08970232351823541,0.15090316985949456,0.8213016373746562,NS
LST1,1.6930076,0.82571274,0.09045401940441308,0.15198573719113817,0.8181971656724657,NS
MIR34AHG,1.6929914,1.7812515,0.09045710419941094,0.15198573719113817,0.8181971656724657,NS
NACA,1.6861159,0.14466901,0.09177348268276364,0.1540080802759891,0.8124564926231839,NS
TMPRSS2,1.6848923,-0.06367966,0.09200935240263122,0.15430911649109177,0.8116084153184567,NS
ZNRF3,1.6806786,-0.10370323,0.0928253475119005,0.15558211619786022,0.8080403256172652,NS
TXN,1.6799494,0.25273016,0.09296716540481945,0.15572427706067854,0.8076436766316146,NS
SRA1,1.6739693,-0.043946926,0.09413664242283047,0.1575865852323363,0.8024807551683962,NS
SPI1,1.6666967,0.878469,0.09557473460881946,0.15960279642499678,0.7969595035786126,NS
JAML,1.661855,0.6056386,0.096541843048513,0.16111931289464723,0.7928523988677877,NS
PCDHGA5,1.6581883,1.9298189,0.09727945243753104,0.16215220503925248,0.7900771411638825,NS
SUSD1,1.6491412,0.5104734,0.09911871146180924,0.1651172681180871,0.7822075054396004,NS
C5AR1,1.6460904,0.9436939,0.09974515679779856,0.16585743662299798,0.7802650510548061,NS
RGS13,1.6423751,2.0587583,0.10051229912417207,0.16703138759564362,0.777201911015683,NS
TXLNB,1.6385099,2.0783558,0.1013153784429327,0.16816136932326378,0.7742737648796048,NS
PID1,1.6368406,-0.12856077,0.10166377729641243,0.16863718249775272,0.7730466623730298,NS
GLI1,1.6347054,1.4884065,0.10211081309476364,0.16907075234842076,0.7719315147694823,NS
ASPHD1,1.6342193,-0.091643296,0.10221282328303882,0.1691371491273544,0.7717609938860158,NS
PTPRS,1.6309415,0.044221964,0.10290265992129242,0.17005631751275435,0.769407229594446,NS
SLC7A8,1.6253463,1.1330656,0.10408879268908369,0.1717213657165318,0.7651756661930937,NS
RP11-16E18.3,1.6214,1.781243,0.10493186828819283,0.17300073566392032,0.7619520500844889,NS
TGFB3,1.6211245,1.9500824,0.10499092962327229,0.17300073566392032,0.7619520500844889,NS
HSPG2,1.6137466,0.19145727,0.10658239469598746,0.17541150741532394,0.7559419192764488,NS
SRCAP,1.6114453,0.56293535,0.10708269241987182,0.17612878729144482,0.7541696551624073,NS
ESRRG,1.6019282,2.1530535,0.10917149087970318,0.17934847449389602,0.7463023130036304,NS
SSUH2,1.6012475,0.7221698,0.10932210735169137,0.17948797913751252,0.745964632150073,NS
DUSP2,1.5943356,0.689186,0.11086090314801728,0.18168685506921609,0.7406764924906035,NS
CRP,1.588797,0.032582138,0.1121062242443229,0.18350761212432004,0.7363459159621899,NS
NEUROD2,1.586905,3.5825102,0.112534175204098,0.18409782434586572,0.7349513439249274,NS
DNAJC18,1.5857624,1.7570271,0.11279321828852538,0.1844111743652013,0.7342127664813569,NS
CORO1A,1.574969,0.58726925,0.11526359993219962,0.18822483862209763,0.7253230665372118,NS
ZNF354B,1.5740857,0.40143263,0.11546762469603546,0.18844537077035176,0.7248145266865715,NS
AC015922.6,1.5695277,3.9153016,0.11652502207484852,0.19005752854237978,0.7211149224846932,NS
AC022182.1,1.5685959,3.1825807,0.11674213473518351,0.19029803824374783,0.7205656887718688,NS
ZNF594,1.565383,0.81267536,0.11749313831846109,0.19129395344817385,0.7182987572366569,NS
ZNF284,1.5641959,1.4626625,0.1177715787747353,0.1915545991900402,0.7177074162265737,NS
RHOV,1.5641026,1.5540776,0.11779345777425605,0.1915545991900402,0.7177074162265737,NS
LOH12CR2,1.5578551,0.3811615,0.11926759005638463,0.19383644023440977,0.7125645745244321,NS
LAPTM5,1.5521343,0.5611533,0.12063008735352704,0.19576444786599603,0.7082661761567078,NS
NPIPB4,1.5491037,2.6901665,0.12135678342105237,0.1966469349385024,0.7063128183855288,NS
EFEMP1,1.5479045,1.699263,0.12164529682666879,0.19699759984022475,0.7055390651201129,NS
STOML2,1.5458665,0.17045277,0.12213680448953984,0.19755935456804194,0.7043024013604373,NS
MMP11,1.5392746,0.8248148,0.12373726728634464,0.19955738738269987,0.6999321905050756,NS
GSDMB,1.5363737,-0.039842535,0.12444675528409534,0.20058320674699023,0.6977054298520347,NS
CLDN18,1.5349151,3.229299,0.12480467789031108,0.20104149763934542,0.6967142891683605,NS
MMP10,1.5332175,2.3014314,0.12522227029474592,0.20159531081039828,0.6955195739767763,NS
LRRC24,1.5287567,0.39088368,0.1263247629757678,0.2032504431388679,0.6919684988578536,NS
RPS28,1.5275615,0.12538806,0.1266214431743146,0.20348810750131024,0.6914609672617547,NS
CD74,1.5158403,-0.067870826,0.12955973742993124,0.2078433368517746,0.6822638937697022,NS
FAM65C,1.5138712,3.1089885,0.13005849957922094,0.20839872190641148,0.681104948859533,NS
IL33,1.5129231,2.0613754,0.13029917521402992,0.20866198516103734,0.6805566651587664,NS
CDCP1,1.5070605,1.5913621,0.13179513960792968,0.21081049262814047,0.6761077768698535,NS
DOK3,1.4965062,2.4739754,0.13452179674273868,0.21504596179120075,0.6674687083680371,NS
RMDN2,1.4911865,0.036412068,0.1359125452870409,0.21714214837672266,0.6632558696326847,NS
MARCH6,1.4899548,-0.08842566,0.13623612383141884,0.2175319054982094,0.6624770358789793,NS
KRT23,1.4888244,0.034193415,0.13653361533516545,0.21787957774279906,0.6617834750739102,NS
B3GNT7,1.4797407,1.1335808,0.13894244151937715,0.22159413323464003,0.6544417418567414,NS
SYT13,1.4737687,1.4012104,0.14054386633893734,0.22401741122402383,0.6497182258414826,NS
RMRP,1.4659411,0.5404262,0.14266433356278158,0.22726469929651272,0.6434680173825247,NS
COL19A1,1.4601595,3.7725627,0.14424624254797605,0.2293834311065603,0.6394379553923348,NS
KIF3C,1.4578258,1.7831165,0.14488856641626233,0.2299334719534364,0.6383978028648879,NS
THEMIS2,1.45768,1.765316,0.1449287842986155,0.2299334719534364,0.6383978028648879,NS
ITGB2,1.4529356,0.38782802,0.14624165133740127,0.23174721082005817,0.6349854840777357,NS
KLHL17,1.4401002,1.3872373,0.14983906634223704,0.2371728442914204,0.6249350381135514,NS
RP11-526I2.5,1.4388118,2.561944,0.15020386633613705,0.23752229765613528,0.6242956142729309,NS
TMED6,1.4387064,0.18676974,0.1502337226756229,0.23752229765613528,0.6242956142729309,NS
GJA1,1.4322807,0.9104677,0.15206352994005626,0.2401373201134299,0.6195403403185977,NS
SUV39H1,1.4290677,0.056431003,0.15298477298759286,0.2413131638580275,0.6174189862761894,NS
GZMB,1.4285653,1.0308563,0.1531292091697648,0.24140161537899446,0.617259828075305,NS
SCN7A,1.42579,2.9383094,0.15392897234208577,0.24252246392074875,0.6152480281751987,NS
RGMB-AS1,1.422877,1.0362548,0.15477184285401016,0.2435272277651607,0.6134524750772952,NS
MREG,1.4228405,0.4856754,0.1547824155590095,0.2435272277651607,0.6134524750772952,NS
SLC25A46,1.4226621,-0.28518972,0.15483411223575555,0.2435272277651607,0.6134524750772952,NS
MORF4L2-AS1,1.4184607,1.5976801,0.15605630891282407,0.2451672432143964,0.6105375563459715,NS
CD3D,1.4175491,0.29059666,0.1563224551746171,0.2454442227224448,0.6100471858875641,NS
CRYAB,1.4108194,0.6763976,0.1582978685411377,0.24826049187967178,0.6050923884754369,NS
SPATA17,1.4079955,2.857604,0.15913241262988864,0.2494261338524703,0.603058044869883,NS
GPR183,1.4025582,1.2086838,0.1607486085917762,0.25155294352208246,0.59937059645424,NS
FCGR2A,1.4025016,0.96696526,0.16076553418358563,0.25155294352208246,0.59937059645424,NS
ORC1,1.4002002,1.3132372,0.16145336574612767,0.25248459943813445,0.5977651069830014,NS
CCDC141,1.3978422,1.3114678,0.16216045363884912,0.25344528566437974,0.5961157826768688,NS
RP11-50I19.2,1.3860927,3.0150428,0.16571861508927488,0.25885835130011375,0.5869378192274236,NS
NPW,1.3736179,-0.09473286,0.1695603535204231,0.26412583050045424,0.57818912436955,NS
LTB,1.3735733,0.19045366,0.1695741971807455,0.26412583050045424,0.57818912436955,NS
IGKV1-5,1.3693353,2.5504158,0.1708944788121891,0.26587910940484094,0.5753157846188649,NS
ADAMTS5,1.3673906,2.7419949,0.17150291507222226,0.2663611833992063,0.5745290642758006,NS
OLR1,1.3632985,1.4227039,0.1727884598678453,0.26798558132395583,0.5718885720902339,NS
AMACR,1.3631445,0.124200866,0.172836967164279,0.26798558132395583,0.5718885720902339,NS
TRBC2,1.3530561,0.35821545,0.1760377088657381,0.27248443094685354,0.5646583071379263,NS
IGFBP1,1.3448435,-0.0025430587,0.17867576109549244,0.276098517710908,0.5589359249496586,NS
LSP1,1.3442236,0.73275536,0.17887607128663963,0.27625179579146375,0.5586948901401778,NS
PC,1.3396859,-0.04313246,0.18034748339037798,0.27820966946499864,0.5556277797274596,NS
CTB-55O6.12,1.3380977,0.7247616,0.18086459607525063,0.2788499302920907,0.5546294597389044,NS
LINC00543,1.3361286,0.01642723,0.1815072378573669,0.27968289555912373,0.5533340927683745,NS
PCSK9,1.335217,-0.014896498,0.18180533040383984,0.27998430815292585,0.5528663082062207,NS
RP11-390E23.6,1.3336328,-0.07098113,0.18232421276708177,0.28062521086178444,0.5518733153236037,NS
FDCSP,1.3318745,1.7205029,0.18290144402736086,0.2813551492583051,0.550745132139618,NS
TMEM203,1.3267127,-0.11317512,0.18460371999631242,0.28365430991559365,0.5472106132685383,NS
KCNMB4,1.3187677,1.1909734,0.18724681405184695,0.2872309354237203,0.541768787409206,NS
LINC01436,1.3106644,1.683409,0.1899711495449553,0.29124645373558805,0.5357393539743086,NS
RP11-385D13.3,1.3038578,0.81236565,0.19228206516612,0.2946240056275041,0.5307318702333107,NS
CXCR4,1.2820685,0.36428127,0.19981863779284637,0.30565762511201355,0.5147647655775702,NS
TINAGL1,1.2746176,0.10662156,0.20244462650286055,0.3095012420849552,0.5093376037373699,NS
AC009948.5,1.2711778,0.90151715,0.20366539971113173,0.3111934407219306,0.5069695655650361,NS
AC005253.2,1.2694438,1.1975228,0.20428284659519724,0.3119624018435321,0.5058977446220114,NS
RAB3C,1.2646466,0.22464174,0.20599801599012546,0.3144059104385602,0.5025092983618753,NS
TNFRSF10C,1.253918,0.44281968,0.20987177707099391,0.3200887706832934,0.4947295614566937,NS
RAMP2,1.2536871,0.40151268,0.20995573831056435,0.3200887706832934,0.4947295614566937,NS
RP11-801F7.1,1.2528769,1.0817825,0.2102505314830666,0.3203594266657769,0.49436249224744055,NS
FXYD2,1.2515074,-0.031417634,0.21074941262923552,0.32094057709201307,0.4935753708038735,NS
CETP,1.2442186,1.4596481,0.21341911137530378,0.32482507647762116,0.48835045062707627,NS
TBC1D24,1.2381291,-0.08221966,0.21566819345125177,0.3277005030638597,0.4845228919173171,NS
PGF,1.23663,1.0291779,0.21622446883411905,0.32834288772015274,0.4836723865862086,NS
SPIB,1.2363423,0.9791658,0.2163313315872163,0.32834288772015274,0.4836723865862086,NS
RP11-115C21.2,1.2299612,0.2930636,0.2187116613757496,0.3317713819425585,0.4791610782286333,NS
